specie,nest_id,folder,photo,viaje,date,hour,hour_standard,start_time,final_time,duration,duration_min,duration_h,sex,event,nocturnal_incubation,true_day,note,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5070-5072,,07-Sep-14,111,53,14:59:00,15:01:00,0:02:00,2,0.033333333,f,Feeding,N,6,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5137-5138,,07-Sep-14,113,54,16:06:00,16:07:00,0:01:00,1,0.016666667,f,Feeding,N,6,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5138-5148,,07-Sep-14,,54,16:07:00,16:17:00,0:10:00,10,0.166666667,f,brooding,N,6,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5148-5224,31,07-Sep-14,,54,16:17:00,17:33:00,1:16:00,76,1.266666667,f,off,N,6,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5151-5152,,07-Sep-14,113,54,16:20:00,16:21:00,0:01:00,1,0.016666667,m,Feeding,N,6,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5168-5169,,07-Sep-14,113,54,16:37:00,16:38:00,0:01:00,1,0.016666667,m,Feeding,N,6,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5224-5952,,07-Sep-14,,55,17:33:00,0:00:00,6:27:00,387,6.45,f,brooding,Y,6,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5224-5952,,08-Sep-14,,,0:00:00,5:41:00,5:41:00,341,5.683333333,f,brooding,Y,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5952-6009,1,08-Sep-14,,56,5:41:00,6:28:00,0:47:00,47,0.783333333,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,5960-5970,,08-Sep-14,126,56,5:48:31,5:49:00,0:00:29,0.5,0.008333333,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6009-6013,,08-Sep-14,,57,6:28:00,6:32:00,0:04:00,4,0.066666667,f,brooding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6013-6021,2,08-Sep-14,,57,6:32:00,6:40:00,0:08:00,8,0.133333333,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6020-6021,,08-Sep-14,127,57,6:39:00,6:40:00,0:01:00,1,0.016666667,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6021-6025,,08-Sep-14,,57,6:40:00,6:44:00,0:04:00,4,0.066666667,f,brooding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6025-6046,3,08-Sep-14,,57,6:44:00,7:05:00,0:21:00,21,0.35,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6025-6026,,08-Sep-14,127,57,6:44:00,6:45:00,0:01:00,1,0.016666667,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6030-6031,,08-Sep-14,127,57,6:49:00,6:50:00,0:01:00,1,0.016666667,u,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6037-6039,,08-Sep-14,127,57,6:56:00,6:58:00,0:02:00,2,0.033333333,u,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6043-6046,,08-Sep-14,128,58,7:02:00,7:05:00,0:03:00,3,0.05,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6046-6068,,08-Sep-14,,58,7:05:00,7:27:00,0:22:00,22,0.366666667,f,brooding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6068-6069,,08-Sep-14,128,58,7:27:00,7:28:00,0:01:00,1,0.016666667,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6068-6099,4,08-Sep-14,,58,7:27:00,7:58:00,0:31:00,31,0.516666667,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6072-6073,,08-Sep-14,128,58,7:31:00,7:32:00,0:01:00,1,0.016666667,u,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6098-6099,,08-Sep-14,128,58,7:57:00,7:58:00,0:01:00,1,0.016666667,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6099-6130,,08-Sep-14,,58,7:58:00,8:19:00,0:21:00,21,0.35,f,brooding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6130-6212,5,08-Sep-14,,59,8:19:00,8:51:00,0:32:00,32,0.533333333,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6211-6212,,08-Sep-14,129,59,8:50:00,8:51:00,0:01:00,1,0.016666667,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6212-6222,,08-Sep-14,,59,8:51:00,9:01:00,0:10:00,10,0.166666667,f,brooding,N,7,,0,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6222-6548,6,08-Sep-14,,60,9:01:00,14:17:00,5:16:00,316,5.266666667,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,08-Sep-14,,,,,,0,0,m,brooding,N,7,,#NAME?,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,08-Sep-14,,,,,,0,0,m,brooding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6222-6223,,08-Sep-14,130,60,9:01:00,9:02:00,0:01:00,1,0.016666667,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6294-6296,,08-Sep-14,131,61,10:13:00,10:15:00,0:02:00,2,0.033333333,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6324-6325,,08-Sep-14,131,61,10:43:00,10:43:32,0:00:32,0.5,0.008333333,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6325-6335,,08-Sep-14,131,61,10:43:32,10:44:00,0:00:28,0.5,0.008333333,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6547-6548,,08-Sep-14,135,62,14:16:00,14:17:00,0:01:00,1,0.016666667,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6548-6558,,08-Sep-14,,62,14:17:00,14:27:00,0:10:00,10,0.166666667,f,brooding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6558-6696,7,08-Sep-14,,62,14:27:00,16:32:00,2:05:00,125,2.083333333,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6558-6561,,08-Sep-14,135,62,14:27:00,14:30:00,0:03:00,3,0.05,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6593-6594,,08-Sep-14,136,63,15:02:00,15:03:00,0:01:00,1,0.016666667,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6614-6616,,08-Sep-14,136,63,15:23:00,15:25:00,0:02:00,2,0.033333333,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6666-6668,,08-Sep-14,137,64,16:15:00,16:17:00,0:02:00,2,0.033333333,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6671-6672,,08-Sep-14,137,64,16:20:00,16:21:00,0:01:00,1,0.016666667,m,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6681-6683,,08-Sep-14,137,64,16:30:00,16:32:00,0:02:00,2,0.033333333,f,Feeding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6683-6696,,08-Sep-14,,64,16:32:00,16:45:00,0:13:00,13,0.216666667,f,brooding,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6696-6742,8,08-Sep-14,,64,16:45:00,17:31:00,0:46:00,46,0.766666667,f,off,N,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6742-7470,,08-Sep-14,,65,17:31:00,0:00:00,6:29:00,389,6.483333333,f,brooding,Y,7,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,6742-7470,,09-Sep-14,,,0:00:00,5:39:00,5:39:00,339,5.65,f,brooding,Y,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7470-7492,1,09-Sep-14,,66,5:39:00,5:51:00,0:12:00,12,0.2,f,off,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7482-7492,,09-Sep-14,150,66,5:50:31,5:51:00,0:00:29,0.5,0.008333333,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7492-7498,,09-Sep-14,,66,5:51:00,5:57:00,0:06:00,6,0.1,m,brooding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7498-7519,2,09-Sep-14,,66,5:57:00,6:18:00,0:21:00,21,0.35,m,off,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7518-7519,,09-Sep-14,151,67,6:17:00,6:18:00,0:01:00,1,0.016666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7519-7531,,09-Sep-14,,67,6:18:00,6:30:00,0:12:00,12,0.2,f,brooding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7531-7618,3,09-Sep-14,,67,6:30:00,7:47:00,1:17:00,17,0.283333333,f,off,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7536-7538,,09-Sep-14,151,67,6:35:00,6:37:00,0:02:00,2,0.033333333,u,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7544-7545,,09-Sep-14,151,67,6:43:00,6:44:00,0:01:00,1,0.016666667,u,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7567-7578,,09-Sep-14,152,68,7:05:34,7:07:00,0:01:26,1.4,0.023333333,u,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7613-7614,,09-Sep-14,152,68,7:42:00,7:43:00,0:01:00,1,0.016666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7618-7641,,09-Sep-14,,68,7:47:00,8:10:00,0:23:00,23,0.383333333,f,brooding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7641-8235,4,09-Sep-14,,69,8:10:00,17:34:00,9:24:00,564,9.4,f,off,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7651-7652,,09-Sep-14,153,69,8:20:00,8:21:00,0:01:00,1,0.016666667,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7678-7680,,09-Sep-14,153,69,8:47:00,8:49:00,0:02:00,2,0.033333333,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7682-7692,,09-Sep-14,153,69,8:50:22,8:51:00,0:00:38,0.4,0.006666667,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7709-7721,,09-Sep-14,154,70,9:07:31,9:10:00,0:02:29,2.5,0.041666667,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7822-7824,,09-Sep-14,155,71,10:51:00,10:53:00,0:02:00,2,0.033333333,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7894-7904,,09-Sep-14,157,72,12:03:00,12:13:00,0:10:00,10,0.166666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7904-7907,,09-Sep-14,157,72,12:13:00,12:16:00,0:03:00,3,0.05,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7924-7931,,09-Sep-14,157,72,12:33:00,12:40:00,0:07:00,7,0.116666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7931-7932,,09-Sep-14,157,72,12:40:00,12:41:00,0:01:00,1,0.016666667,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7937-7940,,09-Sep-14,157,72,12:46:00,12:49:00,0:03:00,3,0.05,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,7962-7963,,09-Sep-14,158,73,13:11:00,13:12:00,0:01:00,1,0.016666667,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8058-8059,,09-Sep-14,159,74,14:47:00,14:48:00,0:01:00,1,0.016666667,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8091-8092,,09-Sep-14,160,75,15:20:00,15:21:00,0:01:00,1,0.016666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8123-8124,,09-Sep-14,160,75,15:52:00,15:53:00,0:01:00,1,0.016666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8138-8139,,09-Sep-14,161,76,16:06:35,16:06:36,0:00:01,0.1,0.001666667,m,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8138-8148,,09-Sep-14,161,76,16:06:35,16:07:00,0:00:25,0.4,0.006666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8191-8192,,09-Sep-14,161,76,16:50:00,16:51:00,0:01:00,1,0.016666667,f,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8210-8211,,09-Sep-14,162,77,17:09:00,17:10:00,0:01:00,1,0.016666667,u,Feeding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8235-8966,,09-Sep-14,,77,17:34:00,0:00:00,6:26:00,386,6.433333333,f,brooding,Y,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,09-Sep-14,,,,,,0,0,m,brooding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,09-Sep-14,,,,,,0,0,f,brooding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,09-Sep-14,,,,,,0,0,m,brooding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,09-Sep-14,,,,,,0,0,f,brooding,N,8,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8235-8966,,10-Sep-14,,,0:00:00,5:45:00,5:45:00,354,5.9,f,brooding,Y,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8966-9718,1,10-Sep-14,,78,5:45:00,17:27:00,11:42:00,702,11.7,f,off,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8970-8971,,10-Sep-14,174,78,5:49:00,5:50:00,0:01:00,1,0.016666667,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8979-8980,,10-Sep-14,174,78,5:58:00,5:59:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8984-8985,,10-Sep-14,175,79,6:03:00,6:04:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8990-8991,,10-Sep-14,175,79,6:09:00,6:10:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,8994-8995,,10-Sep-14,175,79,6:13:00,6:14:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9031-9032,,10-Sep-14,175,79,6:50:00,6:51:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9071-9072,,10-Sep-14,176,80,7:30:00,7:31:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9250-9251,,10-Sep-14,178,81,9:39:00,9:40:00,0:01:00,1,0.016666667,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9263-9264,,10-Sep-14,178,81,9:52:00,9:53:00,0:01:00,1,0.016666667,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9279-9280,,10-Sep-14,179,82,10:08:00,10:09:00,0:01:00,1,0.016666667,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9296-9301,,10-Sep-14,179,82,10:25:00,10:30:00,0:05:00,5,0.083333333,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9327-9335,,10-Sep-14,179,82,10:56:00,11:04:00,0:08:00,8,0.133333333,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9377-11:48,,10-Sep-14,180,83,11:46:00,11:48:00,0:02:00,2,0.033333333,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9390-9391,,10-Sep-14,180,83,11:59:00,12:00:00,0:01:00,1,0.016666667,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9411-9414,,10-Sep-14,181,84,12:20:00,12:23:00,0:03:00,3,0.05,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9418-9419,,10-Sep-14,181,84,12:27:00,12:28:00,0:01:00,1,0.016666667,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9439-9445,,10-Sep-14,181,84,12:48:00,12:54:00,0:06:00,6,0.1,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9448-9449,,10-Sep-14,181,84,12:57:00,12:58:00,0:01:00,1,0.016666667,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9458-9459,,10-Sep-14,182,85,13:07:00,13:08:00,0:01:00,1,0.016666667,m,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9460-9461,,10-Sep-14,182,85,13:09:00,13:10:00,0:01:00,1,0.016666667,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9485-9495,,10-Sep-14,182,85,13:34:00,13:44:00,0:10:00,10,0.166666667,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9503-9504,,10-Sep-14,182,85,13:52:00,13:53:00,0:01:00,1,0.016666667,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9609-9610,,10-Sep-14,184,86,15:38:00,15:39:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9640-9641,,10-Sep-14,185,87,16:09:00,16:10:00,0:01:00,1,0.016666667,u,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9717-9718,,10-Sep-14,186,88,17:26:00,17:27:00,0:01:00,1,0.016666667,f,Feeding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,9718-9999,,10-Sep-14,,88,17:27:00,22:08:00,4:41:00,281,4.683333333,f,brooding,Y,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,10-Sep-14,,,,,,0,0,f,brooding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,10-Sep-14,,,,,,0,0,m,brooding,N,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0001-0457,,10-Sep-14,,89,22:09:00,0:00:00,1:51:00,111,1.85,f,brooding,Y,9,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0001-0457,,11-Sep-14,,,0:00:00,5:45:00,5:45:00,345,5.75,f,brooding,Y,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0457-,,11-Sep-14,,90,5:45:00,,###############################################################################################################################################################################################################################################################,,0,f,off,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0477-0478,,11-Sep-14,199,91,6:05:00,6:06:00,0:01:00,1,0.016666667,m,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0498-0499,,11-Sep-14,199,91,6:26:00,6:27:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0544-0545,,11-Sep-14,200,92,7:12:00,7:13:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0553-0554,,11-Sep-14,200,92,7:21:00,7:22:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0567-0568,,11-Sep-14,200,92,7:35:00,7:36:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,216
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0596-0597,,11-Sep-14,201,93,8:04:00,8:05:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0641-0642,,11-Sep-14,201,93,8:49:00,8:50:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0685-0687,,11-Sep-14,202,93,9:33:00,9:35:00,0:02:00,2,0.033333333,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0689-0690,,11-Sep-14,202,93,9:37:00,9:38:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0777-0778,,11-Sep-14,204,94,11:05:00,11:06:00,0:01:00,1,0.016666667,m,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0824-0825,,11-Sep-14,204,94,11:52:00,11:53:00,0:01:00,1,0.016666667,m,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0833-0834,,11-Sep-14,205,95,12:01:00,12:02:00,0:01:00,1,0.016666667,f,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0887-0888,,11-Sep-14,205,95,12:55:00,12:56:00,0:01:00,1,0.016666667,f,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0896-0897,,11-Sep-14,206,96,13:04:00,13:05:00,0:01:00,1,0.016666667,f,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0900-0901,,11-Sep-14,206,96,13:08:00,13:09:00,0:01:00,1,0.016666667,m,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0902-0906,,11-Sep-14,206,96,13:10:00,13:14:00,0:04:00,4,0.066666667,f,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0907-0911,,11-Sep-14,206,96,13:15:00,13:19:00,0:04:00,4,0.066666667,f,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0913-0914,,11-Sep-14,206,96,13:21:00,13:22:00,0:01:00,1,0.016666667,m,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0920-0921,,11-Sep-14,206,96,13:28:00,13:29:00,0:01:00,1,0.016666667,f,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0969-0970,,11-Sep-14,207,97,14:17:00,14:18:00,0:01:00,1,0.016666667,m,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,0970-0973,,11-Sep-14,207,97,14:18:00,14:21:00,0:03:00,3,0.05,f,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,1067-1068,,11-Sep-14,208,98,15:55:00,15:56:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,1078-1079,,11-Sep-14,209,99,16:06:00,16:07:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,1086-1087,,11-Sep-14,209,99,16:14:00,16:15:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,1102-1103,,11-Sep-14,209,99,16:30:00,16:31:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,1140-1141,,11-Sep-14,210,100,17:08:00,17:09:00,0:01:00,1,0.016666667,u,Feeding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,11-Sep-14,,,,,,0,0,f,brooding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,11-Sep-14,,,,,,0,0,m,brooding,N,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,1157-1581,,11-Sep-14,,101,17:25:00,0:00:00,6:35:00,395,6.583333333,f,brooding,Y,10,,,
Isleria hauxwelli,P02_IGZ14,Pollos 10-12 Sep,1157-1581,,12-Sep-14,,,0:00:00,0:29:00,0:29:00,0.5,0.008333333,f,brooding,Y,11,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,12-Sep-14,,,,,,0,0,f,brooding,N,11,,,
Isleria hauxwelli,P02_IGZ14,Pollos 04-10 Sep,,,12-Sep-14,,,,,,0,0,m,brooding,N,11,,,